oid,cid,pid,cat,qty,price
939,c939,p139,cloth,5,168
940,c940,p140,food,1,185
941,c941,p141,toys,2,202
942,c942,p142,beauty,3,19
943,c943,p143,sport,4,36
944,c944,p144,elec,5,53
945,c945,p145,books,1,70
946,c946,p146,home,2,87
947,c947,p147,cloth,3,104
948,c948,p148,food,4,121
949,c949,p149,toys,5,138
950,c950,p150,beauty,1,155
951,c951,p151,sport,2,172
952,c952,p152,elec,3,189
953,c953,p153,books,4,6
954,c954,p154,home,5,23
955,c955,p155,cloth,1,40
956,c956,p156,food,2,57
957,c957,p157,toys,3,74
958,c958,p158,beauty,4,91
959,c959,p159,sport,5,108
960,c960,p160,elec,1,125
961,c961,p161,books,2,142
962,c962,p162,home,3,159
963,c963,p163,cloth,4,176
964,c964,p164,food,5,193
965,c965,p165,toys,1,10
966,c966,p166,beauty,2,27
967,c967,p167,sport,3,44
968,c968,p168,elec,4,61
969,c969,p169,books,5,78
970,c970,p170,home,1,95
971,c971,p171,cloth,2,112
972,c972,p172,food,3,129
973,c973,p173,toys,4,146
974,c974,p174,beauty,5,163
975,c975,p175,sport,1,180
976,c976,p176,elec,2,197
977,c977,p177,books,3,14
978,c978,p178,home,4,31
979,c979,p179,cloth,5,48
980,c980,p180,food,1,65
981,c981,p181,toys,2,82
982,c982,p182,beauty,3,99
983,c983,p183,sport,4,116
984,c984,p184,elec,5,133
985,c985,p185,books,1,150
986,c986,p186,home,2,167
987,c987,p187,cloth,3,184
988,c988,p188,food,4,201
989,c989,p189,toys,5,18
990,c990,p190,beauty,1,35
991,c991,p191,sport,2,52
992,c992,p192,elec,3,69
993,c993,p193,books,4,86
994,c994,p194,home,5,103
995,c995,p195,cloth,1,120
996,c996,p196,food,2,137
997,c997,p197,toys,3,154
998,c998,p198,beauty,4,171
999,c999,p199,sport,5,188
1000,c1000,p0,elec,1,5
1001,c1001,p1,books,2,22
1002,c1002,p2,home,3,39
1003,c1003,p3,cloth,4,56
1004,c1004,p4,food,5,73
1005,c1005,p5,toys,1,90
1006,c1006,p6,beauty,2,107
1007,c1007,p7,sport,3,124
1008,c1008,p8,elec,4,141
1009,c1009,p9,books,5,158
1010,c1010,p10,home,1,175
1011,c1011,p11,cloth,2,192
1012,c1012,p12,food,3,9
1013,c1013,p13,toys,4,26
1014,c1014,p14,beauty,5,43
1015,c1015,p15,sport,1,60
1016,c1016,p16,elec,2,77
1017,c1017,p17,books,3,94
1018,c1018,p18,home,4,111
1019,c1019,p19,cloth,5,128
1020,c1020,p20,food,1,145
1021,c1021,p21,toys,2,162
1022,c1022,p22,beauty,3,179
1023,c1023,p23,sport,4,196
1024,c1024,p24,elec,5,13
1025,c1025,p25,books,1,30
1026,c1026,p26,home,2,47
1027,c1027,p27,cloth,3,64
1028,c1028,p28,food,4,81
1029,c1029,p29,toys,5,98
1030,c1030,p30,beauty,1,115
1031,c1031,p31,sport,2,132
1032,c1032,p32,elec,3,149
1033,c1033,p33,books,4,166
1034,c1034,p34,home,5,183
1035,c1035,p35,cloth,1,200
1036,c1036,p36,food,2,17
1037,c1037,p37,toys,3,34
1038,c1038,p38,beauty,4,51
1039,c1039,p39,sport,5,68
1040,c1040,p40,elec,1,85
1041,c1041,p41,books,2,102
1042,c1042,p42,home,3,119
1043,c1043,p43,cloth,4,136
1044,c1044,p44,food,5,153
1045,c1045,p45,toys,1,170
1046,c1046,p46,beauty,2,187
1047,c1047,p47,sport,3,204
1048,c1048,p48,elec,4,21
1049,c1049,p49,books,5,38
1050,c1050,p50,home,1,55
1051,c1051,p51,cloth,2,72
1052,c1052,p52,food,3,89
1053,c1053,p53,toys,4,106
1054,c1054,p54,beauty,5,123
1055,c1055,p55,sport,1,140
1056,c1056,p56,elec,2,157
1057,c1057,p57,books,3,174
1058,c1058,p58,home,4,191
1059,c1059,p59,cloth,5,8
1060,c1060,p60,food,1,25
1061,c1061,p61,toys,2,42
1062,c1062,p62,beauty,3,59
1063,c1063,p63,sport,4,76
1064,c1064,p64,elec,5,93
1065,c1065,p65,books,1,110
1066,c1066,p66,home,2,127
1067,c1067,p67,cloth,3,144
1068,c1068,p68,food,4,161
1069,c1069,p69,toys,5,178
1070,c1070,p70,beauty,1,195
1071,c1071,p71,sport,2,12
1072,c1072,p72,elec,3,29
1073,c1073,p73,books,4,46
1074,c1074,p74,home,5,63
1075,c1075,p75,cloth,1,80
1076,c1076,p76,food,2,97
1077,c1077,p77,toys,3,114
1078,c1078,p78,beauty,4,131
1079,c1079,p79,sport,5,148
1080,c1080,p80,elec,1,165
1081,c1081,p81,books,2,182
1082,c1082,p82,home,3,199
1083,c1083,p83,cloth,4,16
1084,c1084,p84,food,5,33
1085,c1085,p85,toys,1,50
1086,c1086,p86,beauty,2,67
1087,c1087,p87,sport,3,84
1088,c1088,p88,elec,4,101
1089,c1089,p89,books,5,118
1090,c1090,p90,home,1,135
1091,c1091,p91,cloth,2,152
1092,c1092,p92,food,3,169
1093,c1093,p93,toys,4,186
1094,c1094,p94,beauty,5,203
1095,c1095,p95,sport,1,20
1096,c1096,p96,elec,2,37
1097,c1097,p97,books,3,54
1098,c1098,p98,home,4,71
1099,c1099,p99,cloth,5,88
1100,c1100,p100,food,1,105
1101,c1101,p101,toys,2,122
1102,c1102,p102,beauty,3,139
1103,c1103,p103,sport,4,156
1104,c1104,p104,elec,5,173
1105,c1105,p105,books,1,190
1106,c1106,p106,home,2,7
1107,c1107,p107,cloth,3,24
1108,c1108,p108,food,4,41
1109,c1109,p109,toys,5,58
1110,c1110,p110,beauty,1,75
1111,c1111,p111,sport,2,92
1112,c1112,p112,elec,3,109
1113,c1113,p113,books,4,126
1114,c1114,p114,home,5,143
1115,c1115,p115,cloth,1,160
1116,c1116,p116,food,2,177
1117,c1117,p117,toys,3,194
1118,c1118,p118,beauty,4,11
1119,c1119,p119,sport,5,28
1120,c1120,p120,elec,1,45
1121,c1121,p121,books,2,62
1122,c1122,p122,home,3,79
1123,c1123,p123,cloth,4,96
1124,c1124,p124,food,5,113
1125,c1125,p125,toys,1,130
1126,c1126,p126,beauty,2,147
1127,c1127,p127,sport,3,164
1128,c1128,p128,elec,4,181
1129,c1129,p129,books,5,198
1130,c1130,p130,home,1,15
1131,c1131,p131,cloth,2,32
1132,c1132,p132,food,3,49
1133,c1133,p133,toys,4,66
1134,c1134,p134,beauty,5,83
1135,c1135,p135,sport,1,100
1136,c1136,p136,elec,2,117
1137,c1137,p137,books,3,134
1138,c1138,p138,home,4,151
1139,c1139,p139,cloth,5,168
1140,c1140,p140,food,1,185
1141,c1141,p141,toys,2,202
1142,c1142,p142,beauty,3,19
1143,c1143,p143,sport,4,36
1144,c1144,p144,elec,5,53
1145,c1145,p145,books,1,70
1146,c1146,p146,home,2,87
1147,c1147,p147,cloth,3,104
1148,c1148,p148,food,4,121
1149,c1149,p149,toys,5,138
1150,c1150,p150,beauty,1,155
1151,c1151,p151,sport,2,172
1152,c1152,p152,elec,3,189
1153,c1153,p153,books,4,6
1154,c1154,p154,home,5,23
1155,c1155,p155,cloth,1,40
1156,c1156,p156,food,2,57
1157,c1157,p157,toys,3,74
1158,c1158,p158,beauty,4,91
1159,c1159,p159,sport,5,108
1160,c1160,p160,elec,1,125
1161,c1161,p161,books,2,142
1162,c1162,p162,home,3,159
1163,c1163,p163,cloth,4,176
1164,c1164,p164,food,5,193
1165,c1165,p165,toys,1,10
1166,c1166,p166,beauty,2,27
1167,c1167,p167,sport,3,44
1168,c1168,p168,elec,4,61
1169,c1169,p169,books,5,78
1170,c1170,p170,home,1,95
1171,c1171,p171,cloth,2,112
1172,c1172,p172,food,3,129
1173,c1173,p173,toys,4,146
1174,c1174,p174,beauty,5,163
1175,c1175,p175,sport,1,180
1176,c1176,p176,elec,2,197
1177,c1177,p177,books,3,14
1178,c1178,p178,home,4,31
1179,c1179,p179,cloth,5,48
1180,c1180,p180,food,1,65
1181,c1181,p181,toys,2,82
1182,c1182,p182,beauty,3,99
1183,c1183,p183,sport,4,116
1184,c1184,p184,elec,5,133
1185,c1185,p185,books,1,150
1186,c1186,p186,home,2,167
1187,c1187,p187,cloth,3,184
1188,c1188,p188,food,4,201
1189,c1189,p189,toys,5,18
1190,c1190,p190,beauty,1,35
1191,c1191,p191,sport,2,52
1192,c1192,p192,elec,3,69
1193,c1193,p193,books,4,86
1194,c1194,p194,home,5,103
1195,c1195,p195,cloth,1,120
1196,c1196,p196,food,2,137
1197,c1197,p197,toys,3,154
1198,c1198,p198,beauty,4,171
1199,c1199,p199,sport,5,188
1200,c1200,p0,elec,1,5
1201,c1201,p1,books,2,22
1202,c1202,p2,home,3,39
1203,c1203,p3,cloth,4,56
1204,c1204,p4,food,5,73
1205,c1205,p5,toys,1,90
1206,c1206,p6,beauty,2,107
1207,c1207,p7,sport,3,124
1208,c1208,p8,elec,4,141
1209,c1209,p9,books,5,158
1210,c1210,p10,home,1,175
1211,c1211,p11,cloth,2,192
1212,c1212,p12,food,3,9
1213,c1213,p13,toys,4,26
1214,c1214,p14,beauty,5,43
1215,c1215,p15,sport,1,60
1216,c1216,p16,elec,2,77
1217,c1217,p17,books,3,94
1218,c1218,p18,home,4,111
1219,c1219,p19,cloth,5,128
1220,c1220,p20,food,1,145
1221,c1221,p21,toys,2,162
1222,c1222,p22,beauty,3,179
1223,c1223,p23,sport,4,196
1224,c1224,p24,elec,5,13
1225,c1225,p25,books,1,30
1226,c1226,p26,home,2,47
1227,c1227,p27,cloth,3,64
1228,c1228,p28,food,4,81
1229,c1229,p29,toys,5,98
1230,c1230,p30,beauty,1,115
1231,c1231,p31,sport,2,132
1232,c1232,p32,elec,3,149
1233,c1233,p33,books,4,166
1234,c1234,p34,home,5,183
1235,c1235,p35,cloth,1,200
1236,c1236,p36,food,2,17
1237,c1237,p37,toys,3,34
1238,c1238,p38,beauty,4,51
1239,c1239,p39,sport,5,68
1240,c1240,p40,elec,1,85
1241,c1241,p41,books,2,102
1242,c1242,p42,home,3,119
1243,c1243,p43,cloth,4,136
1244,c1244,p44,food,5,153
1245,c1245,p45,toys,1,170
1246,c1246,p46,beauty,2,187
1247,c1247,p47,sport,3,204
1248,c1248,p48,elec,4,21
1249,c1249,p49,books,5,38
1250,c1250,p50,home,1,55
1251,c1251,p51,cloth,2,72
1252,c1252,p52,food,3,89
1253,c1253,p53,toys,4,106
1254,c1254,p54,beauty,5,123
1255,c1255,p55,sport,1,140
1256,c1256,p56,elec,2,157
1257,c1257,p57,books,3,174
1258,c1258,p58,home,4,191
1259,c1259,p59,cloth,5,8
1260,c1260,p60,food,1,25
1261,c1261,p61,toys,2,42
1262,c1262,p62,beauty,3,59
1263,c1263,p63,sport,4,76
1264,c1264,p64,elec,5,93
1265,c1265,p65,books,1,110
1266,c1266,p66,home,2,127
1267,c1267,p67,cloth,3,144
1268,c1268,p68,food,4,161
1269,c1269,p69,toys,5,178
1270,c1270,p70,beauty,1,195
1271,c1271,p71,sport,2,12
1272,c1272,p72,elec,3,29
1273,c1273,p73,books,4,46
1274,c1274,p74,home,5,63
1275,c1275,p75,cloth,1,80
1276,c1276,p76,food,2,97
1277,c1277,p77,toys,3,114
1278,c1278,p78,beauty,4,131
1279,c1279,p79,sport,5,148
1280,c1280,p80,elec,1,165
1281,c1281,p81,books,2,182
1282,c1282,p82,home,3,199
1283,c1283,p83,cloth,4,16
1284,c1284,p84,food,5,33
1285,c1285,p85,toys,1,50
1286,c1286,p86,beauty,2,67
1287,c1287,p87,sport,3,84
1288,c1288,p88,elec,4,101
1289,c1289,p89,books,5,118
1290,c1290,p90,home,1,135
1291,c1291,p91,cloth,2,152
1292,c1292,p92,food,3,169
1293,c1293,p93,toys,4,186
1294,c1294,p94,beauty,5,203
1295,c1295,p95,sport,1,20
1296,c1296,p96,elec,2,37
1297,c1297,p97,books,3,54
1298,c1298,p98,home,4,71
1299,c1299,p99,cloth,5,88
1300,c1300,p100,food,1,105
1301,c1301,p101,toys,2,122
1302,c1302,p102,beauty,3,139
1303,c1303,p103,sport,4,156
1304,c1304,p104,elec,5,173
1305,c1305,p105,books,1,190
1306,c1306,p106,home,2,7
1307,c1307,p107,cloth,3,24
1308,c1308,p108,food,4,41
1309,c1309,p109,toys,5,58
1310,c1310,p110,beauty,1,75
1311,c1311,p111,sport,2,92
1312,c1312,p112,elec,3,109
1313,c1313,p113,books,4,126
1314,c1314,p114,home,5,143
1315,c1315,p115,cloth,1,160
1316,c1316,p116,food,2,177
1317,c1317,p117,toys,3,194
1318,c1318,p118,beauty,4,11
1319,c1319,p119,sport,5,28
1320,c1320,p120,elec,1,45
1321,c1321,p121,books,2,62
1322,c1322,p122,home,3,79
1323,c1323,p123,cloth,4,96
1324,c1324,p124,food,5,113
1325,c1325,p125,toys,1,130
1326,c1326,p126,beauty,2,147
1327,c1327,p127,sport,3,164
1328,c1328,p128,elec,4,181
1329,c1329,p129,books,5,198
1330,c1330,p130,home,1,15
1331,c1331,p131,cloth,2,32
1332,c1332,p132,food,3,49
1333,c1333,p133,toys,4,66
1334,c1334,p134,beauty,5,83
1335,c1335,p135,sport,1,100
1336,c1336,p136,elec,2,117
1337,c1337,p137,books,3,134
1338,c1338,p138,home,4,151
1339,c1339,p139,cloth,5,168
1340,c1340,p140,food,1,185
1341,c1341,p141,toys,2,202
1342,c1342,p142,beauty,3,19
1343,c1343,p143,sport,4,36
1344,c1344,p144,elec,5,53
1345,c1345,p145,books,1,70
1346,c1346,p146,home,2,87
1347,c1347,p147,cloth,3,104
1348,c1348,p148,food,4,121
1349,c1349,p149,toys,5,138
1350,c1350,p150,beauty,1,155
1351,c1351,p151,sport,2,172
1352,c1352,p152,elec,3,189
1353,c1353,p153,books,4,6
1354,c1354,p154,home,5,23
1355,c1355,p155,cloth,1,40
1356,c1356,p156,food,2,57
1357,c1357,p157,toys,3,74
1358,c1358,p158,beauty,4,91
1359,c1359,p159,sport,5,108
1360,c1360,p160,elec,1,125
1361,c1361,p161,books,2,142
1362,c1362,p162,home,3,159
1363,c1363,p163,cloth,4,176
1364,c1364,p164,food,5,193
1365,c1365,p165,toys,1,10
1366,c1366,p166,beauty,2,27
1367,c1367,p167,sport,3,44
1368,c1368,p168,elec,4,61
1369,c1369,p169,books,5,78
1370,c1370,p170,home,1,95
1371,c1371,p171,cloth,2,112
1372,c1372,p172,food,3,129
1373,c1373,p173,toys,4,146
1374,c1374,p174,beauty,5,163
1375,c1375,p175,sport,1,180
1376,c1376,p176,elec,2,197
1377,c1377,p177,books,3,14
1378,c1378,p178,home,4,31
1379,c1379,p179,cloth,5,48
1380,c1380,p180,food,1,65
1381,c1381,p181,toys,2,82
1382,c1382,p182,beauty,3,99
1383,c1383,p183,sport,4,116
1384,c1384,p184,elec,5,133
1385,c1385,p185,books,1,150
1386,c1386,p186,home,2,167
1387,c1387,p187,cloth,3,184
1388,c1388,p188,food,4,201
1389,c1389,p189,toys,5,18
1390,c1390,p190,beauty,1,35
1391,c1391,p191,sport,2,52
1392,c1392,p192,elec,3,69
1393,c1393,p193,books,4,86
1394,c1394,p194,home,5,103
1395,c1395,p195,cloth,1,120
1396,c1396,p196,food,2,137
1397,c1397,p197,toys,3,154
1398,c1398,p198,beauty,4,171
1399,c1399,p199,sport,5,188
1400,c1400,p0,elec,1,5
1401,c1401,p1,books,2,22
1402,c1402,p2,home,3,39
1403,c1403,p3,cloth,4,56
1404,c1404,p4,food,5,73
1405,c1405,p5,toys,1,90
1406,c1406,p6,beauty,2,107
1407,c1407,p7,sport,3,124
1408,c1408,p8,elec,4,141
1409,c1409,p9,books,5,158
1410,c1410,p10,home,1,175
1411,c1411,p11,cloth,2,192
1412,c1412,p12,food,3,9
1413,c1413,p13,toys,4,26
1414,c1414,p14,beauty,5,43
1415,c1415,p15,sport,1,60
1416,c1416,p16,elec,2,77
1417,c1417,p17,books,3,94
1418,c1418,p18,home,4,111
1419,c1419,p19,cloth,5,128
1420,c1420,p20,food,1,145
1421,c1421,p21,toys,2,162
1422,c1422,p22,beauty,3,179
1423,c1423,p23,sport,4,196
1424,c1424,p24,elec,5,13
1425,c1425,p25,books,1,30
1426,c1426,p26,home,2,47
1427,c1427,p27,cloth,3,64
1428,c1428,p28,food,4,81
1429,c1429,p29,toys,5,98
1430,c1430,p30,beauty,1,115
1431,c1431,p31,sport,2,132
1432,c1432,p32,elec,3,149
1433,c1433,p33,books,4,166
1434,c1434,p34,home,5,183
1435,c1435,p35,cloth,1,200
1436,c1436,p36,food,2,17
1437,c1437,p37,toys,3,34
1438,c1438,p38,beauty,4,51
1439,c1439,p39,sport,5,68
1440,c1440,p40,elec,1,85
1441,c1441,p41,books,2,102
1442,c1442,p42,home,3,119
1443,c1443,p43,cloth,4,136
1444,c1444,p44,food,5,153
1445,c1445,p45,toys,1,170
1446,c1446,p46,beauty,2,187
1447,c1447,p47,sport,3,204
1448,c1448,p48,elec,4,21
1449,c1449,p49,books,5,38
1450,c1450,p50,home,1,55
1451,c1451,p51,cloth,2,72
1452,c1452,p52,food,3,89
1453,c1453,p53,toys,4,106
1454,c1454,p54,beauty,5,123
1455,c1455,p55,sport,1,140
1456,c1456,p56,elec,2,157
1457,c1457,p57,books,3,174
1458,c1458,p58,home,4,191
1459,c1459,p59,cloth,5,8
1460,c1460,p60,food,1,25
1461,c1461,p61,toys,2,42
1462,c1462,p62,beauty,3,59
1463,c1463,p63,sport,4,76
1464,c1464,p64,elec,5,93
1465,c1465,p65,books,1,110
1466,c1466,p66,home,2,127
1467,c1467,p67,cloth,3,144
1468,c1468,p68,food,4,161
1469,c1469,p69,toys,5,178
1470,c1470,p70,beauty,1,195
1471,c1471,p71,sport,2,12
1472,c1472,p72,elec,3,29
1473,c1473,p73,books,4,46
1474,c1474,p74,home,5,63
1475,c1475,p75,cloth,1,80
1476,c1476,p76,food,2,97
1477,c1477,p77,toys,3,114
1478,c1478,p78,beauty,4,131
1479,c1479,p79,sport,5,148
1480,c1480,p80,elec,1,165
1481,c1481,p81,books,2,182
1482,c1482,p82,home,3,199
1483,c1483,p83,cloth,4,16
1484,c1484,p84,food,5,33
1485,c1485,p85,toys,1,50
1486,c1486,p86,beauty,2,67
1487,c1487,p87,sport,3,84
1488,c1488,p88,elec,4,101
1489,c1489,p89,books,5,118
1490,c1490,p90,home,1,135
1491,c1491,p91,cloth,2,152
1492,c1492,p92,food,3,169
1493,c1493,p93,toys,4,186
1494,c1494,p94,beauty,5,203
1495,c1495,p95,sport,1,20
1496,c1496,p96,elec,2,37
1497,c1497,p97,books,3,54
1498,c1498,p98,home,4,71
1499,c1499,p99,cloth,5,88
1500,c1500,p100,food,1,105
1501,c1501,p101,toys,2,122
1502,c1502,p102,beauty,3,139
1503,c1503,p103,sport,4,156
1504,c1504,p104,elec,5,173
1505,c1505,p105,books,1,190
1506,c1506,p106,home,2,7
1507,c1507,p107,cloth,3,24
1508,c1508,p108,food,4,41
1509,c1509,p109,toys,5,58
1510,c1510,p110,beauty,1,75
1511,c1511,p111,sport,2,92
1512,c1512,p112,elec,3,109
1513,c1513,p113,books,4,126
1514,c1514,p114,home,5,143
1515,c1515,p115,cloth,1,160
1516,c1516,p116,food,2,177
1517,c1517,p117,toys,3,194
1518,c1518,p118,beauty,4,11
1519,c1519,p119,sport,5,28
1520,c1520,p120,elec,1,45
1521,c1521,p121,books,2,62
1522,c1522,p122,home,3,79
1523,c1523,p123,cloth,4,96
1524,c1524,p124,food,5,113
1525,c1525,p125,toys,1,130
1526,c1526,p126,beauty,2,147
1527,c1527,p127,sport,3,164
1528,c1528,p128,elec,4,181
1529,c1529,p129,books,5,198
1530,c1530,p130,home,1,15
1531,c1531,p131,cloth,2,32
1532,c1532,p132,food,3,49
1533,c1533,p133,toys,4,66
1534,c1534,p134,beauty,5,83
1535,c1535,p135,sport,1,100
1536,c1536,p136,elec,2,117
1537,c1537,p137,books,3,134
1538,c1538,p138,home,4,151
1539,c1539,p139,cloth,5,168
1540,c1540,p140,food,1,185
1541,c1541,p141,toys,2,202
1542,c1542,p142,beauty,3,19
1543,c1543,p143,sport,4,36
1544,c1544,p144,elec,5,53
1545,c1545,p145,books,1,70
1546,c1546,p146,home,2,87
1547,c1547,p147,cloth,3,104
1548,c1548,p148,food,4,121
1549,c1549,p149,toys,5,138
1550,c1550,p150,beauty,1,155
1551,c1551,p151,sport,2,172
1552,c1552,p152,elec,3,189
1553,c1553,p153,books,4,6
1554,c1554,p154,home,5,23
1555,c1555,p155,cloth,1,40
1556,c1556,p156,food,2,57
1557,c1557,p157,toys,3,74
1558,c1558,p158,beauty,4,91
1559,c1559,p159,sport,5,108
1560,c1560,p160,elec,1,125
1561,c1561,p161,books,2,142
1562,c1562,p162,home,3,159
1563,c1563,p163,cloth,4,176
1564,c1564,p164,food,5,193
1565,c1565,p165,toys,1,10
1566,c1566,p166,beauty,2,27
1567,c1567,p167,sport,3,44
1568,c1568,p168,elec,4,61
1569,c1569,p169,books,5,78
1570,c1570,p170,home,1,95
1571,c1571,p171,cloth,2,112
1572,c1572,p172,food,3,129
1573,c1573,p173,toys,4,146
1574,c1574,p174,beauty,5,163
1575,c1575,p175,sport,1,180
1576,c1576,p176,elec,2,197
1577,c1577,p177,books,3,14
1578,c1578,p178,home,4,31
1579,c1579,p179,cloth,5,48
1580,c1580,p180,food,1,65
1581,c1581,p181,toys,2,82
1582,c1582,p182,beauty,3,99
1583,c1583,p183,sport,4,116
1584,c1584,p184,elec,5,133
1585,c1585,p185,books,1,150
1586,c1586,p186,home,2,167
1587,c1587,p187,cloth,3,184
1588,c1588,p188,food,4,201
1589,c1589,p189,toys,5,18
1590,c1590,p190,beauty,1,35
1591,c1591,p191,sport,2,52
1592,c1592,p192,elec,3,69
1593,c1593,p193,books,4,86
1594,c1594,p194,home,5,103
1595,c1595,p195,cloth,1,120
1596,c1596,p196,food,2,137
1597,c1597,p197,toys,3,154
1598,c1598,p198,beauty,4,171
1599,c1599,p199,sport,5,188
1600,c1600,p0,elec,1,5
1601,c1601,p1,books,2,22
1602,c1602,p2,home,3,39
1603,c1603,p3,cloth,4,56
1604,c1604,p4,food,5,73
1605,c1605,p5,toys,1,90
1606,c1606,p6,beauty,2,107
1607,c1607,p7,sport,3,124
1608,c1608,p8,elec,4,141
1609,c1609,p9,books,5,158
1610,c1610,p10,home,1,175
1611,c1611,p11,cloth,2,192
1612,c1612,p12,food,3,9
1613,c1613,p13,toys,4,26
1614,c1614,p14,beauty,5,43
1615,c1615,p15,sport,1,60
1616,c1616,p16,elec,2,77
1617,c1617,p17,books,3,94
1618,c1618,p18,home,4,111
1619,c1619,p19,cloth,5,128
1620,c1620,p20,food,1,145
1621,c1621,p21,toys,2,162
1622,c1622,p22,beauty,3,179
1623,c1623,p23,sport,4,196
1624,c1624,p24,elec,5,13
1625,c1625,p25,books,1,30
1626,c1626,p26,home,2,47
1627,c1627,p27,cloth,3,64
1628,c1628,p28,food,4,81
1629,c1629,p29,toys,5,98
1630,c1630,p30,beauty,1,115
1631,c1631,p31,sport,2,132
1632,c1632,p32,elec,3,149
1633,c1633,p33,books,4,166
1634,c1634,p34,home,5,183
1635,c1635,p35,cloth,1,200
1636,c1636,p36,food,2,17
1637,c1637,p37,toys,3,34
1638,c1638,p38,beauty,4,51
1639,c1639,p39,sport,5,68
1640,c1640,p40,elec,1,85
1641,c1641,p41,books,2,102
1642,c1642,p42,home,3,119
1643,c1643,p43,cloth,4,136
1644,c1644,p44,food,5,153
1645,c1645,p45,toys,1,170
1646,c1646,p46,beauty,2,187
1647,c1647,p47,sport,3,204
1648,c1648,p48,elec,4,21
1649,c1649,p49,books,5,38
1650,c1650,p50,home,1,55
1651,c1651,p51,cloth,2,72
1652,c1652,p52,food,3,89
1653,c1653,p53,toys,4,106
1654,c1654,p54,beauty,5,123
1655,c1655,p55,sport,1,140
1656,c1656,p56,elec,2,157
1657,c1657,p57,books,3,174
1658,c1658,p58,home,4,191
1659,c1659,p59,cloth,5,8
1660,c1660,p60,food,1,25
1661,c1661,p61,toys,2,42
1662,c1662,p62,beauty,3,59
1663,c1663,p63,sport,4,76
1664,c1664,p64,elec,5,93
1665,c1665,p65,books,1,110
1666,c1666,p66,home,2,127
1667,c1667,p67,cloth,3,144
1668,c1668,p68,food,4,161
1669,c1669,p69,toys,5,178
1670,c1670,p70,beauty,1,195
1671,c1671,p71,sport,2,12
1672,c1672,p72,elec,3,29
1673,c1673,p73,books,4,46
1674,c1674,p74,home,5,63
1675,c1675,p75,cloth,1,80
1676,c1676,p76,food,2,97
1677,c1677,p77,toys,3,114
1678,c1678,p78,beauty,4,131
1679,c1679,p79,sport,5,148
1680,c1680,p80,elec,1,165
1681,c1681,p81,books,2,182
1682,c1682,p82,home,3,199
1683,c1683,p83,cloth,4,16
1684,c1684,p84,food,5,33
1685,c1685,p85,toys,1,50
1686,c1686,p86,beauty,2,67
1687,c1687,p87,sport,3,84
1688,c1688,p88,elec,4,101
1689,c1689,p89,books,5,118
1690,c1690,p90,home,1,135
1691,c1691,p91,cloth,2,152
1692,c1692,p92,food,3,169
1693,c1693,p93,toys,4,186
1694,c1694,p94,beauty,5,203
1695,c1695,p95,sport,1,20
1696,c1696,p96,elec,2,37
1697,c1697,p97,books,3,54
1698,c1698,p98,home,4,71
1699,c1699,p99,cloth,5,88
1700,c1700,p100,food,1,105
1701,c1701,p101,toys,2,122
1702,c1702,p102,beauty,3,139
1703,c1703,p103,sport,4,156
1704,c1704,p104,elec,5,173
1705,c1705,p105,books,1,190
1706,c1706,p106,home,2,7
1707,c1707,p107,cloth,3,24
1708,c1708,p108,food,4,41
1709,c1709,p109,toys,5,58
1710,c1710,p110,beauty,1,75
1711,c1711,p111,sport,2,92
1712,c1712,p112,elec,3,109
1713,c1713,p113,books,4,126
1714,c1714,p114,home,5,143
1715,c1715,p115,cloth,1,160
1716,c1716,p116,food,2,177
1717,c1717,p117,toys,3,194
1718,c1718,p118,beauty,4,11
1719,c1719,p119,sport,5,28
1720,c1720,p120,elec,1,45
1721,c1721,p121,books,2,62
1722,c1722,p122,home,3,79
1723,c1723,p123,cloth,4,96
1724,c1724,p124,food,5,113
1725,c1725,p125,toys,1,130
1726,c1726,p126,beauty,2,147
1727,c1727,p127,sport,3,164
1728,c1728,p128,elec,4,181
1729,c1729,p129,books,5,198
1730,c1730,p130,home,1,15
1731,c1731,p131,cloth,2,32
1732,c1732,p132,food,3,49
1733,c1733,p133,toys,4,66
1734,c1734,p134,beauty,5,83
1735,c1735,p135,sport,1,100
1736,c1736,p136,elec,2,117
1737,c1737,p137,books,3,134
1738,c1738,p138,home,4,151
1739,c1739,p139,cloth,5,168
1740,c1740,p140,food,1,185
1741,c1741,p141,toys,2,202
1742,c1742,p142,beauty,3,19
1743,c1743,p143,sport,4,36
1744,c1744,p144,elec,5,53
1745,c1745,p145,books,1,70
1746,c1746,p146,home,2,87
1747,c1747,p147,cloth,3,104
1748,c1748,p148,food,4,121
1749,c1749,p149,toys,5,138
1750,c1750,p150,beauty,1,155
1751,c1751,p151,sport,2,172
1752,c1752,p152,elec,3,189
1753,c1753,p153,books,4,6
1754,c1754,p154,home,5,23
1755,c1755,p155,cloth,1,40
1756,c1756,p156,food,2,57
1757,c1757,p157,toys,3,74
1758,c1758,p158,beauty,4,91
1759,c1759,p159,sport,5,108
1760,c1760,p160,elec,1,125
1761,c1761,p161,books,2,142
1762,c1762,p162,home,3,159
1763,c1763,p163,cloth,4,176
1764,c1764,p164,food,5,193
1765,c1765,p165,toys,1,10
1766,c1766,p166,beauty,2,27
1767,c1767,p167,sport,3,44
1768,c1768,p168,elec,4,61
1769,c1769,p169,books,5,78
1770,c1770,p170,home,1,95
1771,c1771,p171,cloth,2,112
1772,c1772,p172,food,3,129
1773,c1773,p173,toys,4,146
